#  BK WIDE OPEN WEST GEOFEEDS 6-10-2022,,,
24.96.220.0/24,US,US-FL,Panama City
24.96.0.0/24,US,US-FL,Panama City
24.96.1.0/24,US,US-FL,Panama City
207.98.180.0/23,US,US-AL,Dothan
143.59.121.0/24,US,US-AL,Dothan
23.28.158.0/24,US,US-AL,Dothan
143.59.112.64/26,US,US-AL,Dothan
216.47.193.0/24,US,US-AL,Dothan
216.47.194.0/24,US,US-AL,Dothan
216.47.195.0/24,US,US-AL,Dothan
216.47.196.0/24,US,US-AL,Dothan
216.47.197.0/24,US,US-AL,Dothan
216.47.198.0/24,US,US-AL,Dothan
216.47.207.0/24,US,US-AL,Dothan
216.47.221.0/24,US,US-AL,Dothan
207.98.237.0/24,US,US-AL,Dothan
64.233.230.0/23,US,US-AL,Dothan
69.14.216.0/22,US,US-AL,Dothan
24.192.122.0/24,US,US-AL,Dothan
50.4.102.0/24,US,US-AL,Dothan
143.59.84.0/24,US,US-AL,Dothan
50.4.230.0/24,US,US-AL,Dothan
24.35.16.0/22,US,US-AL,Dothan
67.149.12.0/22,US,US-AL,Dothan
143.59.248.0/22,US,US-AL,Dothan
143.59.144.0/20,US,US-GA,Newnan
50.4.58.0/23,US,US-GA,Newnan
72.15.64.0/22,US,US-GA,Newnan
72.15.112.0/22,US,US-GA,Newnan
143.59.160.0/22,US,US-GA,Newnan
143.59.32.0/19,US,US-GA,Newnan
72.15.108.0/22,US,US-GA,Newnan
67.149.110.0/23,US,US-GA,Newnan
72.15.80.0/21,US,US-GA,Newnan
72.15.88.0/21,US,US-GA,Newnan
72.15.123.0/24,US,US-GA,Newnan
216.186.159.0/24,US,US-GA,Augusta
24.214.75.0/24,US,US-GA,Augusta
24.214.77.0/24,US,US-GA,Augusta
24.214.79.0/24,US,US-GA,Augusta
24.214.83.0/24,US,US-GA,Augusta
24.214.90.0/24,US,US-GA,Augusta
24.214.92.0/24,US,US-GA,Augusta
24.214.94.0/24,US,US-GA,Augusta
24.214.100.0/24,US,US-GA,Augusta
24.214.102.0/24,US,US-GA,Augusta
24.214.103.0/24,US,US-GA,Augusta
24.214.105.0/24,US,US-GA,Augusta
24.214.109.0/24,US,US-GA,Augusta
24.214.110.0/24,US,US-GA,Augusta
24.214.112.0/24,US,US-GA,Augusta
24.214.114.0/24,US,US-GA,Augusta
24.214.118.0/24,US,US-GA,Augusta
24.214.120.0/22,US,US-GA,Augusta
24.214.136.0/24,US,US-GA,Augusta
24.214.139.0/24,US,US-GA,Augusta
23.28.199.0/24,US,US-GA,Augusta
69.14.206.0/23,US,US-GA,Augusta
24.35.22.0/24,US,US-GA,Augusta
216.186.155.0/24,US,US-GA,Augusta
143.59.94.0/24,US,US-GA,Augusta
74.199.60.0/24,US,US-GA,Augusta
143.59.74.0/24,US,US-GA,Augusta
24.96.135.0/24,US,US-AL,Auburn
24.96.150.0/24,US,US-AL,Auburn
24.96.17.0/24,US,US-AL,Auburn
24.96.47.0/24,US,US-AL,Auburn
50.4.32.0/24,US,US-AL,Auburn
72.15.116.0/22,US,US-AL,Auburn
72.15.124.0/22,US,US-AL,Auburn
24.96.103.0/24,US,US-AL,Auburn
24.96.227.0/24,US,US-AL,Auburn
