#SUBNET,COUNTRY,STATE,CITY,ZIP
#BJK UPDATED 6-22-2022,,,,
#SOUTHERN MARKETS,,,,
67.149.18.0/29,US,US-OH,Cleveland,44128
75.118.128.0/20,US,US-OH,Columbus,43219
75.118.24.0/21,US,US-OH,Columbus,43219
65.60.196.0/22,US,US-OH,Columbus,43219
65.60.172.0/23,US,US-OH,Columbus,43219
65.60.183.0/24,US,US-OH,Columbus,43219
75.76.233.0/24,US,US-OH,Columbus,43219
69.171.194.0/24,US,US-OH,Columbus,43219
75.76.203.0/24,US,US-OH,Columbus,43219
75.76.6.0/23,US,US-OH,Columbus,43219
75.76.22.0/24,US,US-OH,Columbus,43219
64.233.245.200/29,US,US-OH,Columbus,43219
65.60.189.64/27,US,US-OH,Columbus,43219
65.60.189.96/28,US,US-OH,Columbus,43219
50.4.183.160/27,US,US-OH,Columbus,43219
50.4.122.0/27,US,US-OH,Columbus,43219
74.81.219.0/24,US,US-OH,Columbus,43219
74.81.218.0/24,US,US-OH,Columbus,43219
24.214.222.0/23,US,US-OH,Grove City,43123
76.73.213.0/24,US,US-OH,Grove City,43123
75.76.19.0/24,US,US-OH,Grove City,43123
24.214.155.0/24,US,US-OH,Grove City,43123
65.60.132.0/22,US,US-OH,Grove City,43123
65.60.174.0/24,US,US-OH,Grove City,43123
216.186.255.0/24,US,US-OH,Grove City,43123
216.186.149.0/24,US,US-OH,Grove City,43123
75.76.149.0/24,US,US-OH,Grove City,43123
24.214.169.0/24,US,US-OH,Grove City,43123
24.214.209.0/24,US,US-OH,Grove City,43123
24.214.234.0/24,US,US-OH,Grove City,43123
64.233.245.112/28,US,US-OH,Grove City,43123
64.233.245.48/28,US,US-OH,Grove City,43123
75.118.43.32/27,US,US-OH,Grove City,43123
75.118.8.0/21,US,US-OH,Columbus,43214
75.118.96.0/21,US,US-OH,Columbus,43214
75.118.80.0/21,US,US-OH,Columbus,43214
75.118.72.0/21,US,US-OH,Columbus,43214
75.118.44.0/23,US,US-OH,Columbus,43214
75.118.109.0/24,US,US-OH,Columbus,43214
75.76.43.0/24,US,US-OH,Columbus,43214
76.73.198.0/24,US,US-OH,Columbus,43214
75.76.217.0/24,US,US-OH,Columbus,43214
75.76.78.0/24,US,US-OH,Columbus,43214
75.118.48.0/21,US,US-OH,Columbus,43214
75.118.168.0/21,US,US-OH,Columbus,43214
75.76.0.0/24,US,US-OH,Columbus,43214
64.233.222.16/28,US,US-OH,Columbus,43214
64.233.222.80/28,US,US-OH,Columbus,43214
64.233.245.80/28,US,US-OH,Columbus,43214
65.60.190.0/26,US,US-OH,Columbus,43214
50.4.183.0/27,US,US-OH,Columbus,43214
96.27.67.0/25,US,US-OH,Columbus,43214
24.192.153.0/25,US,US-OH,Columbus,43214
24.192.154.64/26,US,US-OH,Columbus,43214
67.149.224.0/23,US,US-OH,Columbus,43214
24.214.210.0/24,US,US-OH,Columbus,43214
75.76.8.0/24,US,US-OH,Columbus,43214
65.60.136.0/21,US,US-OH,Columbus,43214
67.149.196.0/23,US,US-OH,Columbus,43214
65.60.208.0/20,US,US-OH,Columbus,43214
216.186.220.0/24,US,US-OH,Columbus,43214
67.149.218.0/23,US,US-OH,Columbus,43214
75.76.193.0/24,US,US-OH,Columbus,43214
216.186.225.0/24,US,US-OH,Columbus,43214
75.76.179.0/24,US,US-OH,Columbus,43214
216.186.196.0/24,US,US-OH,Columbus,43214
75.76.223.0/24,US,US-OH,Columbus,43214
75.76.106.0/24,US,US-OH,Columbus,43214
75.118.162.0/24,US,US-OH,Columbus,43214
75.76.124.0/24,US,US-OH,Columbus,43214
96.27.188.0/22,US,US-OH,Columbus,43214
75.118.166.0/23,US,US-OH,Columbus,43214
76.73.225.0/24,US,US-OH,Columbus,43214
75.76.230.0/23,US,US-OH,Columbus,43214
64.233.222.112/28,US,US-OH,Columbus,43214
64.233.222.176/28,US,US-OH,Columbus,43214
64.233.245.128/27,US,US-OH,Columbus,43214
64.233.245.192/29,US,US-OH,Columbus,43214
75.118.43.0/28,US,US-OH,Columbus,43214
75.118.43.16/28,US,US-OH,Columbus,43214
96.27.183.192/27,US,US-OH,Columbus,43214
69.47.159.192/26,US,US-OH,Columbus,43214
64.233.212.224/27,US,US-OH,Columbus,43214
64.233.212.48/28,US,US-OH,Columbus,43214
24.192.64.0/21,US,US-OH,Lewis Center,43035
75.76.194.0/24,US,US-OH,Lewis Center,43035
216.186.177.0/24,US,US-OH,Lewis Center,43035
75.76.244.0/24,US,US-OH,Lewis Center,43035
75.76.118.0/24,US,US-OH,Lewis Center,43035
75.118.232.0/21,US,US-OH,Lewis Center,43035
76.73.231.0/24,US,US-OH,Lewis Center,43035
69.14.136.0/21,US,US-OH,Lewis Center,43035
24.214.175.0/24,US,US-OH,Lewis Center,43035
24.214.174.0/24,US,US-OH,Lewis Center,43035
216.186.176.0/24,US,US-OH,Lewis Center,43035
75.76.1.0/24,US,US-OH,Lewis Center,43035
75.76.245.0/24,US,US-OH,Lewis Center,43035
64.233.222.128/27,US,US-OH,Lewis Center,43035
69.14.223.128/26,US,US-OH,Lewis Center,43035
75.76.208.0/24,US,US-OH,Lewis Center,43035
75.118.104.0/22,US,US-OH,Lewis Center,43035
75.76.26.0/24,US,US-OH,Lewis Center,43035
75.76.3.0/24,US,US-OH,Lewis Center,43035
65.60.180.0/24,US,US-OH,Lewis Center,43035
76.73.207.0/24,US,US-OH,Lewis Center,43035
65.60.182.0/24,US,US-OH,Lewis Center,43035
24.214.156.0/24,US,US-OH,Lewis Center,43035
96.27.172.224/27,US,US-OH,Lewis Center,43035
216.186.161.0/24,US,US-OH,Columbus,43206
75.76.122.0/24,US,US-OH,Columbus,43206
74.199.28.0/22,US,US-OH,Columbus,43206
67.149.216.0/23,US,US-OH,Columbus,43206
216.186.170.0/24,US,US-OH,Columbus,43206
67.149.194.0/23,US,US-OH,Columbus,43206
24.214.228.0/24,US,US-OH,Columbus,43206
75.76.119.0/24,US,US-OH,Columbus,43206
75.76.249.0/24,US,US-OH,Columbus,43206
65.60.156.0/23,US,US-OH,Columbus,43206
75.76.145.0/24,US,US-OH,Columbus,43206
216.186.178.0/24,US,US-OH,Columbus,43206
75.76.190.0/24,US,US-OH,Columbus,43206
75.76.198.0/24,US,US-OH,Columbus,43206
216.186.179.0/24,US,US-OH,Columbus,43206
65.60.158.0/23,US,US-OH,Columbus,43206
75.76.125.0/24,US,US-OH,Columbus,43206
75.76.110.0/23,US,US-OH,Columbus,43206
24.214.224.0/24,US,US-OH,Columbus,43206
69.171.193.0/24,US,US-OH,Columbus,43206
216.186.212.0/24,US,US-OH,Columbus,43206
76.73.224.0/24,US,US-OH,Columbus,43206
216.186.210.0/23,US,US-OH,Columbus,43206
75.76.94.0/23,US,US-OH,Columbus,43206
64.233.212.16/28,US,US-OH,Columbus,43206
64.233.222.160/28,US,US-OH,Columbus,43206
64.233.245.208/28,US,US-OH,Columbus,43206
64.233.245.96/28,US,US-OH,Columbus,43206
65.60.171.192/28,US,US-OH,Columbus,43206
75.76.218.128/27,US,US-OH,Columbus,43206
96.27.183.32/27,US,US-OH,Columbus,43206
24.192.153.128/25,US,US-OH,Columbus,43206
67.149.176.0/21,US,US-OH,Pickerington,43147
75.118.200.0/21,US,US-OH,Pickerington,43147
67.149.198.0/23,US,US-OH,Pickerington,43147
75.76.33.0/24,US,US-OH,Pickerington,43147
216.186.163.0/24,US,US-OH,Pickerington,43147
216.186.194.0/24,US,US-OH,Pickerington,43147
75.76.30.0/24,US,US-OH,Pickerington,43147
75.76.195.0/24,US,US-OH,Pickerington,43147
65.60.171.224/27,US,US-OH,Pickerington,43147
69.1.31.192/27,US,US-OH,Pickerington,43147
75.118.176.0/21,US,US-OH,Whitehall,43213
65.60.128.0/22,US,US-OH,Whitehall,43213
65.60.176.0/22,US,US-OH,Whitehall,43213
65.60.240.0/22,US,US-OH,Whitehall,43213
65.60.168.0/23,US,US-OH,Whitehall,43213
24.214.239.0/24,US,US-OH,Whitehall,43213
216.186.204.0/24,US,US-OH,Whitehall,43213
216.186.192.0/24,US,US-OH,Whitehall,43213
216.186.209.0/24,US,US-OH,Whitehall,43213
216.186.213.0/24,US,US-OH,Whitehall,43213
216.186.218.0/24,US,US-OH,Whitehall,43213
75.76.188.0/24,US,US-OH,Whitehall,43213
75.76.250.0/23,US,US-OH,Whitehall,43213
23.28.213.0/27,US,US-OH,Whitehall,43213
64.233.222.64/28,US,US-OH,Whitehall,43213
64.233.245.32/28,US,US-OH,Whitehall,43213
65.60.189.16/28,US,US-OH,Whitehall,43213
75.118.40.208/28,US,US-OH,Whitehall,43213
50.4.82.64/26,US,US-OH,Whitehall,43213
75.76.238.0/24,US,US-OH,Upper Arlington,43220
24.214.172.0/24,US,US-OH,Upper Arlington,43220
65.60.175.0/24,US,US-OH,Upper Arlington,43220
24.214.161.0/24,US,US-OH,Upper Arlington,43220
24.214.192.0/24,US,US-OH,Upper Arlington,43220
75.118.0.0/22,US,US-OH,Upper Arlington,43220
75.118.32.0/21,US,US-OH,Upper Arlington,43220
24.214.196.0/24,US,US-OH,Upper Arlington,43220
67.149.184.0/21,US,US-OH,Upper Arlington,43220
216.186.241.0/24,US,US-OH,Upper Arlington,43220
76.73.220.0/24,US,US-OH,Upper Arlington,43220
75.76.172.0/24,US,US-OH,Upper Arlington,43220
24.214.151.0/24,US,US-OH,Upper Arlington,43220
24.214.197.0/24,US,US-OH,Upper Arlington,43220
75.76.229.0/24,US,US-OH,Upper Arlington,43220
65.60.184.0/24,US,US-OH,Upper Arlington,43220
75.118.46.0/24,US,US-OH,Upper Arlington,43220
65.60.186.0/24,US,US-OH,Upper Arlington,43220
75.76.206.0/24,US,US-OH,Upper Arlington,43220
24.214.171.0/24,US,US-OH,Upper Arlington,43220
69.171.204.0/24,US,US-OH,Upper Arlington,43220
216.186.198.0/24,US,US-OH,Upper Arlington,43220
75.76.68.0/24,US,US-OH,Upper Arlington,43220
75.76.86.0/24,US,US-OH,Upper Arlington,43220
75.76.97.0/24,US,US-OH,Upper Arlington,43220
75.76.146.0/24,US,US-OH,Upper Arlington,43220
76.73.226.0/24,US,US-OH,Upper Arlington,43220
76.73.228.0/24,US,US-OH,Upper Arlington,43220
75.76.189.0/24,US,US-OH,Upper Arlington,43220
75.76.85.0/24,US,US-OH,Upper Arlington,43220
216.186.193.0/24,US,US-OH,Upper Arlington,43220
216.186.201.0/24,US,US-OH,Upper Arlington,43220
216.186.240.0/24,US,US-OH,Upper Arlington,43220
216.186.248.0/24,US,US-OH,Upper Arlington,43220
64.233.222.192/27,US,US-OH,Upper Arlington,43220
64.233.222.32/28,US,US-OH,Upper Arlington,43220
64.233.245.160/28,US,US-OH,Upper Arlington,43220
64.233.245.176/28,US,US-OH,Upper Arlington,43220
65.60.190.64/27,US,US-OH,Upper Arlington,43220
96.27.183.160/27,US,US-OH,Upper Arlington,43220
50.4.183.32/27,US,US-OH,Upper Arlington,43220
67.149.208.160/27,US,US-OH,Upper Arlington,43220
50.4.82.128/26,US,US-OH,Upper Arlington,43220
24.236.114.0/26,US,US-OH,Upper Arlington,43220
75.118.240.0/22,US,US-OH,Upper Arlington,43220
75.76.52.0/22,US,US-OH,Upper Arlington,43220
75.76.18.0/24,US,US-OH,Upper Arlington,43220
75.76.2.0/24,US,US-OH,Upper Arlington,43220
24.214.165.0/24,US,US-OH,Upper Arlington,43220
216.186.222.0/24,US,US-OH,Upper Arlington,43220
24.214.195.0/24,US,US-OH,Upper Arlington,43220
24.214.159.0/24,US,US-OH,Upper Arlington,43220
75.76.93.0/24,US,US-OH,Upper Arlington,43220
24.214.225.0/24,US,US-OH,Upper Arlington,43220
75.118.224.0/24,US,US-OH,Upper Arlington,43220
76.73.216.0/24,US,US-OH,Upper Arlington,43220
75.118.160.0/24,US,US-OH,Upper Arlington,43220
75.76.99.0/24,US,US-OH,Upper Arlington,43220
75.76.17.0/24,US,US-OH,Upper Arlington,43220
75.76.67.0/24,US,US-OH,Upper Arlington,43220
216.186.169.0/24,US,US-OH,Upper Arlington,43220
216.186.183.0/24,US,US-OH,Upper Arlington,43220
216.186.244.0/24,US,US-OH,Upper Arlington,43220
24.214.164.0/24,US,US-OH,Upper Arlington,43220
75.76.20.0/23,US,US-OH,Upper Arlington,43220
75.76.60.0/23,US,US-OH,Upper Arlington,43220
75.118.229.0/24,US,US-OH,Upper Arlington,43220
64.233.212.32/28,US,US-OH,Upper Arlington,43220
96.27.183.0/27,US,US-OH,Upper Arlington,43220
96.27.155.224/27,US,US-OH,Upper Arlington,43220
65.60.200.0/22,US,US-OH,Columbus,43213
65.60.204.0/22,US,US-OH,Columbus,43213
74.199.16.0/22,US,US-OH,Columbus,43213
75.76.204.0/24,US,US-OH,Columbus,43213
65.60.224.0/20,US,US-OH,Columbus,43213
75.76.225.0/24,US,US-OH,Columbus,43213
75.118.144.0/21,US,US-OH,Columbus,43213
76.73.209.0/24,US,US-OH,Columbus,43213
76.73.196.0/23,US,US-OH,Columbus,43213
76.73.223.0/24,US,US-OH,Columbus,43213
76.73.210.0/23,US,US-OH,Columbus,43213
75.76.239.0/24,US,US-OH,Columbus,43213
65.60.190.128/26,US,US-OH,Columbus,43213
75.76.120.64/27,US,US-OH,Columbus,43213
75.118.4.0/22,US,US-OH,Columbus,43228
75.118.208.0/21,US,US-OH,Columbus,43228
65.60.248.0/21,US,US-OH,Columbus,43228
65.60.152.0/22,US,US-OH,Columbus,43228
75.76.248.128/25,US,US-OH,Columbus,43228
143.59.164.0/24,US,US-OH,Columbus,43228
75.76.141.0/24,US,US-OH,Columbus,43228
69.171.202.0/24,US,US-OH,Columbus,43228
75.76.25.0/24,US,US-OH,Columbus,43228
65.60.191.0/24,US,US-OH,Columbus,43228
69.171.195.0/24,US,US-OH,Columbus,43228
75.76.5.0/24,US,US-OH,Columbus,43228
24.214.170.0/24,US,US-OH,Columbus,43228
65.60.189.32/27,US,US-OH,Columbus,43228
76.73.195.160/27,US,US-OH,Columbus,43228
66.29.193.0/24,US,US-OH,Valleyview,43204
65.60.244.0/22,US,US-OH,Valleyview,43204
24.214.194.0/24,US,US-OH,Valleyview,43204
24.214.163.0/24,US,US-OH,Valleyview,43204
75.76.27.0/24,US,US-OH,Valleyview,43204
75.76.24.0/24,US,US-OH,Valleyview,43204
65.60.185.0/24,US,US-OH,Valleyview,43204
65.60.181.0/24,US,US-OH,Valleyview,43204
75.118.16.0/22,US,US-OH,Valleyview,43204
65.60.144.0/21,US,US-OH,Valleyview,43204
75.118.248.0/21,US,US-OH,Valleyview,43204
216.186.223.0/24,US,US-OH,Valleyview,43204
75.118.161.0/24,US,US-OH,Valleyview,43204
24.214.162.0/24,US,US-OH,Valleyview,43204
216.186.200.0/24,US,US-OH,Valleyview,43204
216.186.219.0/24,US,US-OH,Valleyview,43204
216.186.195.0/24,US,US-OH,Valleyview,43204
216.186.199.0/24,US,US-OH,Valleyview,43204
23.28.213.32/27,US,US-OH,Valleyview,43204
64.233.222.224/27,US,US-OH,Valleyview,43204
65.60.190.192/27,US,US-OH,Valleyview,43204
23.28.230.16/28,US,US-OH,Valleyview,43204
50.4.122.128/26,US,US-OH,Valleyview,43204
75.76.234.0/23,US,US-OH,Valleyview,43204
216.186.166.0/24,US,US-OH,Valleyview,43204
216.186.168.0/24,US,US-OH,Valleyview,43204
75.76.226.0/24,US,US-OH,Valleyview,43204
65.60.192.0/23,US,US-OH,Valleyview,43204
216.186.173.0/24,US,US-OH,Valleyview,43204
66.29.213.0/24,US,US-OH,Valleyview,43204
66.29.214.0/24,US,US-OH,Valleyview,43204
74.81.212.0/23,US,US-OH,Valleyview,43204
75.76.236.0/24,US,US-OH,Valleyview,43204
24.214.158.0/24,US,US-OH,Valleyview,43204
24.214.173.0/24,US,US-OH,Valleyview,43204
75.76.65.0/24,US,US-OH,Valleyview,43204
65.60.160.0/21,US,US-OH,Columbus,43081
75.118.88.0/21,US,US-OH,Columbus,43081
216.186.187.0/24,US,US-OH,Columbus,43081
75.76.242.0/23,US,US-OH,Columbus,43081
75.76.212.0/24,US,US-OH,Columbus,43081
75.76.220.0/23,US,US-OH,Columbus,43081
24.214.179.0/24,US,US-OH,Columbus,43081
75.118.164.0/24,US,US-OH,Columbus,43081
64.233.245.224/27,US,US-OH,Columbus,43081
65.60.189.0/28,US,US-OH,Columbus,43081
50.4.183.128/27,US,US-OH,Columbus,43081
74.81.209.0/24,US,US-OH,Columbus,43081
74.81.214.0/24,US,US-OH,Columbus,43081
#MICHIGAN START,,,,
23.28.236.0/23,US,US-MI,Concord,49237
24.192.226.0/23,US,US-MI,Concord,49237
24.192.228.0/24,US,US-MI,Concord,49237
74.199.36.0/24,US,US-MI,Concord,49237
74.199.38.0/24,US,US-MI,Concord,49237
74.199.41.0/24,US,US-MI,Concord,49237
23.28.246.0/24,US,US-MI,Concord,49237
96.27.199.0/24,US,US-MI,Concord,49237
50.4.98.0/23,US,US-MI,Concord,49237
50.4.96.0/24,US,US-MI,Concord,49237
50.4.130.0/24,US,US-MI,Concord,49237
69.14.242.0/24,US,US-MI,Concord,49237
69.14.211.0/24,US,US-MI,Concord,49237
69.14.88.0/24,US,US-MI,Concord,49237
143.59.184.0/23,US,US-MI,Concord,49237
74.199.21.128/25,US,US-MI,Concord,49237
143.59.11.0/24,US,US-MI,Concord,49237
24.42.209.0/24,US,US-MI,Concord,49237
50.4.54.0/24,US,US-MI,Concord,49237
24.214.25.0/24,US,US-MI,Concord,49237
23.28.195.0/24,US,US-MI,Concord,49237
64.233.225.64/27,US,US-MI,Concord,49237
23.28.193.64/27,US,US-MI,Concord,49237
64.233.225.96/27,US,US-MI,Concord,49237
23.28.0.0/20,US,US-MI,Dimondale,48821
23.28.16.0/20,US,US-MI,Dimondale,48821
23.28.32.0/20,US,US-MI,Dimondale,48821
23.28.171.0/24,US,US-MI,Dimondale,48821
143.59.125.0/24,US,US-MI,Dimondale,48821
24.192.121.0/24,US,US-MI,Dimondale,48821
50.4.46.0/24,US,US-MI,Dimondale,48821
23.28.120.0/22,US,US-MI,Dimondale,48821
74.199.32.0/22,US,US-MI,Dimondale,48821
24.236.108.0/24,US,US-MI,Dimondale,48821
24.96.41.0/24,US,US-MI,Dimondale,48821
143.59.72.0/24,US,US-MI,Dimondale,48821
143.59.79.0/24,US,US-MI,Dimondale,48821
216.186.138.0/24,US,US-MI,Dimondale,48821
23.28.176.0/21,US,US-MI,Dimondale,48821
67.149.238.0/23,US,US-MI,Dimondale,48821
64.233.224.0/24,US,US-MI,Dimondale,48821
23.28.193.16/28,US,US-MI,Dimondale,48821
75.76.218.96/27,US,US-MI,Dimondale,48821
24.236.102.128/25,US,US-MI,Dimondale,48821
69.14.208.0/23,US,US-MI,Dimondale,48821
170.103.0.0/18,US,US-MI,Dimondale,48821
64.233.225.128/25,US,US-MI,Dimondale,48821
64.233.228.128/26,US,US-MI,Dimondale,48821
23.28.193.32/27,US,US-MI,Dimondale,48821
96.27.67.128/25,US,US-MI,Dimondale,48821
96.27.72.224/27,US,US-MI,Dimondale,48821
96.27.250.224/29,US,US-MI,Dimondale,48821
96.27.250.232/29,US,US-MI,Dimondale,48821
96.27.250.240/29,US,US-MI,Dimondale,48821
96.27.250.248/29,US,US-MI,Dimondale,48821
207.98.163.0/24,US,US-MI,Dimondale,48821
23.28.184.0/22,US,US-MI,Dimondale,48821
67.149.84.0/23,US,US-MI,Dimondale,48821
23.28.174.0/23,US,US-MI,Dimondale,48821
23.28.162.0/23,US,US-MI,Dimondale,48821
74.199.24.0/23,US,US-MI,Dimondale,48821
50.4.178.0/23,US,US-MI,Dimondale,48821
74.199.46.0/23,US,US-MI,Dimondale,48821
74.199.44.0/23,US,US-MI,Dimondale,48821
96.27.249.0/24,US,US-MI,Dimondale,48821
69.14.92.0/24,US,US-MI,Dimondale,48821
24.42.218.0/26,US,US-MI,Dimondale,48821
69.14.118.0/23,US,US-MI,Allen Park,48101
69.14.192.0/22,US,US-MI,Allen Park,48101
67.149.200.0/22,US,US-MI,Allen Park,48101
67.149.136.0/22,US,US-MI,Allen Park,48101
69.14.40.0/22,US,US-MI,Allen Park,48101
69.14.12.0/22,US,US-MI,Allen Park,48101
24.192.48.0/22,US,US-MI,Allen Park,48101
24.192.4.0/22,US,US-MI,Allen Park,48101
24.192.16.0/22,US,US-MI,Allen Park,48101
24.35.51.0/24,US,US-MI,Allen Park,48101
69.14.228.0/23,US,US-MI,Allen Park,48101
24.35.48.0/24,US,US-MI,Allen Park,48101
64.233.216.32/28,US,US-MI,Allen Park,48101
64.233.217.48/28,US,US-MI,Allen Park,48101
69.14.231.32/27,US,US-MI,Allen Park,48101
69.14.188.0/27,US,US-MI,Allen Park,48101
69.14.188.32/27,US,US-MI,Allen Park,48101
69.14.96.0/21,US,US-MI,Allen Park,48101
50.4.0.0/20,US,US-MI,Allen Park,48101
69.14.56.0/22,US,US-MI,Allen Park,48101
69.14.60.0/22,US,US-MI,Allen Park,48101
24.236.68.0/24,US,US-MI,Allen Park,48101
50.4.17.0/24,US,US-MI,Allen Park,48101
67.149.117.0/24,US,US-MI,Allen Park,48101
67.149.9.0/24,US,US-MI,Allen Park,48101
23.28.160.0/24,US,US-MI,Allen Park,48101
69.1.53.0/24,US,US-MI,Allen Park,48101
64.233.242.128/27,US,US-MI,Allen Park,48101
96.27.182.96/27,US,US-MI,Allen Park,48101
143.59.9.96/27,US,US-MI,Allen Park,48101
23.28.64.0/19,US,US-MI,Canton,48187
24.35.26.0/24,US,US-MI,Canton,48187
23.28.157.0/24,US,US-MI,Canton,48187
64.233.242.96/27,US,US-MI,Canton,48187
67.149.82.0/26,US,US-MI,Canton,48187
67.149.152.0/21,US,US-MI,Centerline,48015
74.199.0.0/20,US,US-MI,Centerline,48015
50.4.112.0/21,US,US-MI,Centerline,48015
96.27.56.0/21,US,US-MI,Centerline,48015
23.28.169.0/24,US,US-MI,Centerline,48015
74.199.39.0/24,US,US-MI,Centerline,48015
64.233.192.64/27,US,US-MI,Centerline,48015
69.14.231.0/27,US,US-MI,Centerline,48015
69.14.231.80/28,US,US-MI,Centerline,48015
23.28.240.0/26,US,US-MI,Centerline,48015
96.27.24.0/21,US,US-MI,Centerline,48015
69.14.72.0/21,US,US-MI,Centerline,48015
24.192.128.0/21,US,US-MI,Centerline,48015
24.192.136.0/21,US,US-MI,Centerline,48015
24.192.144.0/21,US,US-MI,Centerline,48015
24.35.32.0/24,US,US-MI,Centerline,48015
24.192.155.0/25,US,US-MI,Centerline,48015
64.233.242.0/27,US,US-MI,Centerline,48015
69.14.191.32/27,US,US-MI,Centerline,48015
69.14.188.128/25,US,US-MI,Centerline,48015
67.149.240.0/21,US,US-MI,Dearborn,48124
74.199.72.0/22,US,US-MI,Dearborn,48124
50.4.208.0/20,US,US-MI,Dearborn,48124
69.14.232.0/22,US,US-MI,Dearborn,48124
67.149.32.0/21,US,US-MI,Dearborn,48124
69.14.116.0/23,US,US-MI,Dearborn,48124
69.14.243.0/24,US,US-MI,Dearborn,48124
64.233.242.160/28,US,US-MI,Dearborn,48124
69.14.191.0/27,US,US-MI,Dearborn,48124
69.14.231.64/28,US,US-MI,Dearborn,48124
69.14.188.96/27,US,US-MI,Dearborn,48124
76.73.145.32/27,US,US-MI,Dearborn,48124
143.59.16.0/20,US,US-MI,Dearborn,48124
69.14.89.0/24,US,US-MI,Dearborn,48124
143.59.244.0/22,US,US-MI,Dearborn,48124
64.233.215.0/27,US,US-MI,Dearborn,48124
23.28.48.0/20,US,US-MI,Livonia,48150
23.28.238.0/24,US,US-MI,Livonia,48150
23.28.96.0/20,US,US-MI,Livonia,48150
24.192.12.0/22,US,US-MI,Livonia,48150
24.192.30.0/23,US,US-MI,Livonia,48150
50.4.131.0/24,US,US-MI,Livonia,48150
96.27.245.0/24,US,US-MI,Livonia,48150
69.14.247.0/24,US,US-MI,Livonia,48150
50.4.133.0/24,US,US-MI,Livonia,48150
23.28.190.0/23,US,US-MI,Livonia,48150
69.14.160.0/24,US,US-MI,Livonia,48150
69.14.230.0/24,US,US-MI,Livonia,48150
24.96.240.0/24,US,US-MI,Livonia,48150
24.192.229.0/24,US,US-MI,Livonia,48150
96.27.213.0/24,US,US-MI,Livonia,48150
143.59.70.0/24,US,US-MI,Livonia,48150
67.149.8.0/24,US,US-MI,Livonia,48150
69.73.99.0/24,US,US-MI,Livonia,48150
74.199.50.0/24,US,US-MI,Livonia,48150
24.35.25.0/24,US,US-MI,Livonia,48150
24.35.46.0/24,US,US-MI,Livonia,48150
143.59.140.0/24,US,US-MI,Livonia,48150
69.14.220.0/24,US,US-MI,Livonia,48150
64.233.217.192/27,US,US-MI,Livonia,48150
64.233.217.64/28,US,US-MI,Livonia,48150
64.233.217.80/28,US,US-MI,Livonia,48150
69.14.191.96/27,US,US-MI,Livonia,48150
67.149.82.64/26,US,US-MI,Livonia,48150
96.27.101.32/27,US,US-MI,Livonia,48150
69.14.168.0/21,US,US-MI,Livonia,48150
69.14.104.0/21,US,US-MI,Livonia,48150
69.14.48.0/21,US,US-MI,Livonia,48150
23.28.200.0/24,US,US-MI,Livonia,48150
67.149.83.0/24,US,US-MI,Livonia,48150
69.1.35.0/24,US,US-MI,Livonia,48150
67.149.25.0/24,US,US-MI,Livonia,48150
24.192.22.0/24,US,US-MI,Livonia,48150
24.192.124.0/24,US,US-MI,Livonia,48150
69.14.93.0/24,US,US-MI,Livonia,48150
69.14.221.0/24,US,US-MI,Livonia,48150
96.27.196.0/24,US,US-MI,Livonia,48150
23.28.203.0/24,US,US-MI,Livonia,48150
74.199.62.0/24,US,US-MI,Livonia,48150
24.96.93.0/24,US,US-MI,Livonia,48150
74.199.120.0/22,US,US-MI,Livonia,48150
96.27.127.0/24,US,US-MI,Livonia,48150
96.27.98.0/24,US,US-MI,Livonia,48150
143.59.67.0/24,US,US-MI,Livonia,48150
143.59.71.0/24,US,US-MI,Livonia,48150
143.59.73.0/24,US,US-MI,Livonia,48150
67.149.116.0/24,US,US-MI,Livonia,48150
67.149.10.0/24,US,US-MI,Livonia,48150
23.28.232.0/24,US,US-MI,Livonia,48150
96.27.99.0/24,US,US-MI,Livonia,48150
50.4.97.0/24,US,US-MI,Livonia,48150
64.53.174.0/24,US,US-MI,Livonia,48150
74.199.92.0/24,US,US-MI,Livonia,48150
24.214.48.0/24,US,US-MI,Livonia,48150
67.149.30.0/24,US,US-MI,Livonia,48150
64.233.215.96/27,US,US-MI,Livonia,48150
96.27.182.0/27,US,US-MI,Livonia,48150
24.214.230.192/26,US,US-MI,Northville,48167
50.4.160.0/20,US,US-MI,Northville,48167
143.59.100.128/26,US,US-MI,Northville,48167
143.59.100.192/26,US,US-MI,Northville,48167
64.233.215.64/28,US,US-MI,Northville,48167
64.233.217.96/28,US,US-MI,Northville,48167
24.214.104.0/25,US,US-MI,Redford,48239
23.28.112.0/21,US,US-MI,Redford,48239
69.14.64.0/22,US,US-MI,Redford,48239
64.233.197.0/24,US,US-MI,Redford,48239
69.14.244.0/23,US,US-MI,Redford,48239
69.14.161.0/24,US,US-MI,Redford,48239
24.236.107.0/24,US,US-MI,Redford,48239
24.35.15.0/24,US,US-MI,Redford,48239
24.192.1.0/24,US,US-MI,Redford,48239
74.199.94.0/24,US,US-MI,Redford,48239
23.28.156.0/24,US,US-MI,Redford,48239
96.27.207.0/24,US,US-MI,Redford,48239
96.27.174.0/24,US,US-MI,Redford,48239
143.59.14.0/24,US,US-MI,Redford,48239
143.59.69.0/24,US,US-MI,Redford,48239
143.59.86.0/24,US,US-MI,Redford,48239
96.27.65.0/24,US,US-MI,Redford,48239
69.14.213.0/24,US,US-MI,Redford,48239
74.199.59.0/24,US,US-MI,Redford,48239
24.35.30.0/24,US,US-MI,Redford,48239
